189
45,265
44,300
106,255
119,301
123,321
136,401
133,357
182,318
210,399
235,360
141,497
246,488
325,372
317,418
321,298
322,335
223,276
290,258
346,252
174,266
36,187
32,149
72,120
87,163
110,196
129,174
215,204
190,137
227,169
277,228
295,202
238,150
287,131
328,116
317,75
190,71
140,81
96,105
52,72
65,61
139,22
235,13
248,2
173,50
305,1
367,9
377,27
379,183
110,34
206,102
40,120
222,53
410,62
352,161
395,138
413,137
435,148
398,208
421,231
324,24
422,29
407,16
162,5
411,258
435,359
397,433
491,444
488,513
551,482
667,419
552,403
587,439
534,324
535,274
587,263
617,310
722,333
673,290
712,449
705,524
466,288
488,256
541,237
553,203
547,178
480,210
491,120
518,111
564,135
607,153
651,204
626,245
661,260
681,189
740,232
732,189
832,206
711,114
638,99
607,183
823,327
590,336
743,117
759,188
510,210
586,40
663,64
609,66
700,80
770,114
485,9
464,43
513,37
797,73
811,49
820,35
894,91
898,146
908,113
913,169
977,176
934,250
928,214
865,188
801,164
867,79
780,543
867,530
925,491
993,496
805,495
885,372
992,360
1008,402
884,274
902,317
864,290
665,471
743,550
44,397
779,396
821,408
918,399
173,160
381,511
883,446
620,540
485,387
477,88
489,65
410,107
612,87
674,120
35,214
730,287
719,376
663,346
649,348
566,25
664,13
957,133
920,72
963,84
929,383
264,35
302,42
701,9
708,11
780,306
851,288
394,155
982,236
997,216
952,314
947,449
807,465
38,520
36,558
445,168
598,213
156,238
159,202
102,60
95,83
799,286
782,243
436,96
209,159
953,273
