488
847,404
857,425
804,343
704,404
88,378
144,357
436,281
372,341
382,307
725,399
777,496
660,475
100,261
72,225
41,181
95,162
134,164
48,167
53,290
7,386
25,435
73,422
23,485
64,478
94,516
29,560
29,612
11,640
99,603
55,717
95,692
121,791
204,794
183,737
158,617
185,561
226,579
234,629
208,616
300,654
331,682
288,719
338,766
358,828
290,882
439,745
514,765
497,880
585,859
585,748
549,692
628,684
674,653
672,704
717,684
651,780
710,785
732,795
761,808
721,863
705,835
761,884
806,688
826,684
884,641
799,626
815,578
770,560
815,540
854,527
873,504
819,461
783,498
774,466
769,415
804,399
871,368
801,304
784,313
763,323
753,343
741,343
772,300
705,539
741,555
720,497
732,482
649,513
618,495
581,495
542,481
608,585
646,567
529,576
499,544
475,570
431,550
403,628
386,657
348,579
294,568
277,545
232,529
215,547
258,494
253,462
264,445
283,430
270,412
308,407
313,448
325,477
360,451
398,453
331,437
400,430
375,416
420,398
403,376
364,396
342,373
320,357
290,350
299,383
258,368
225,391
205,416
248,427
228,439
194,439
168,411
205,322
136,421
680,404
643,433
658,445
616,441
568,415
559,439
533,438
465,447
433,424
470,416
458,396
493,351
520,373
545,375
528,357
546,331
547,343
566,361
575,334
599,333
596,348
576,382
619,375
628,391
622,332
640,296
663,333
679,350
685,320
708,303
722,297
753,280
775,279
740,257
715,270
701,264
687,259
646,257
662,270
667,285
627,257
625,273
607,253
580,266
573,249
550,267
548,279
555,294
515,300
493,287
507,271
497,245
481,231
441,232
417,247
407,238
397,255
396,232
388,281
376,251
351,267
351,291
320,274
318,240
352,238
323,225
289,280
281,315
265,331
244,305
260,273
274,264
254,256
237,269
213,268
209,290
187,272
175,301
160,263
132,275
129,299
152,241
186,244
186,215
202,190
218,221
202,219
164,175
175,170
193,145
209,141
224,153
232,152
234,165
228,184
240,188
253,181
272,185
410,205
411,220
390,215
375,221
368,229
361,205
373,197
385,193
370,177
384,168
381,151
393,158
392,143
403,165
413,181
419,190
414,159
436,154
432,177
450,185
440,191
461,183
466,175
470,193
464,201
450,213
510,203
491,204
519,198
531,189
528,177
516,173
495,166
498,154
489,148
475,146
467,156
456,157
473,125
505,139
496,137
508,124
515,116
531,116
532,125
524,126
529,137
538,154
523,145
549,144
554,135
557,130
550,122
570,112
572,128
584,128
590,119
596,133
606,124
600,144
581,145
569,155
577,167
554,181
574,179
568,186
594,196
582,223
598,216
605,228
538,203
556,209
552,220
532,233
567,236
510,225
500,234
635,209
645,236
665,232
650,194
626,193
613,190
613,168
595,182
631,173
646,158
622,145
650,140
655,103
676,99
676,114
647,108
636,122
629,107
636,96
608,92
609,76
624,80
622,65
634,69
652,71
681,62
646,60
308,312
319,330
277,230
255,232
244,218
252,201
238,237
218,247
294,211
284,195
301,195
317,200
325,172
299,177
300,150
333,161
317,160
332,139
316,144
317,134
301,126
307,117
311,125
319,118
326,125
333,102
319,104
280,115
261,131
250,100
232,118
208,113
227,77
200,65
175,49
155,63
139,60
96,49
93,65
12,58
44,48
98,30
140,40
122,42
149,15
133,9
190,19
248,61
235,72
261,67
260,46
273,46
268,39
256,28
279,36
295,39
288,23
309,34
317,39
321,31
354,34
363,39
366,53
355,53
344,56
341,48
349,63
363,81
341,89
324,89
319,81
306,82
290,78
276,91
259,82
389,53
376,54
411,59
405,68
415,70
432,70
467,87
486,94
464,97
461,104
432,108
436,117
448,121
487,113
497,107
517,101
529,94
540,89
541,105
553,105
551,96
569,96
609,64
603,58
582,61
560,55
546,53
559,48
554,38
556,30
565,31
557,18
547,25
543,20
533,30
568,19
575,17
587,9
590,23
584,31
604,25
607,15
607,2
627,9
636,14
633,23
642,26
623,36
344,216
350,201
346,194
350,182
360,177
353,170
362,167
360,162
364,141
374,132
365,126
349,115
370,99
358,93
514,17
527,21
530,16
564,7
478,27
490,24
500,22
488,7
479,15
467,15
462,12
478,2
429,10
443,7
414,0
367,0
